77.6806,-76.1296,24.3832
77.6931,-76.1286,34.3012
-31.0806,34.2635,40.5554
-31.1287,34.2574,34.6193
-50.0000,-6.2500,66.9635
-20.2581,-5.3971,57.8141
77.7056,-76.1276,44.1168
9.4419,-4.5454,48.4406
-10.8193,14.8591,44.5480
-31.1768,34.2512,28.5831
77.6813,73.0819,24.4190
77.6932,73.0832,34.3355
-71.5068,73.0847,44.1425
-51.2937,53.6741,42.3990
-91.7079,92.4968,55.6030
-71.5309,73.0816,24.4086
-71.5188,73.0832,34.3255
-111.9090,111.9090,66.9635
111.9090,-111.9090,66.9635
94.8092,-94.0202,55.5842
43.5249,-40.3417,40.5227
60.6153,-58.2347,42.3625
77.7050,73.0846,44.1531
60.6153,53.6742,42.4140
43.5257,34.2638,40.5689
94.8063,92.4960,55.6108
111.9090,111.9090,66.9635
111.9090,-111.9090,0.0000
94.7929,-94.0173,12.2360
-51.3539,53.6664,26.5458
-111.9090,111.9090,0.0000
-91.7199,92.4953,12.2543
60.5552,53.6665,26.5606
43.4290,34.2511,28.5964
111.9090,111.9090,0.0000
94.7959,92.4963,12.2619
-6.2500,-50.0000,66.9635
1.5980,-27.2667,57.7676
50.0000,0.0000,66.9635
29.7210,-2.2727,58.0985
43.4773,-40.3484,34.5848
43.4773,34.2575,34.6335
26.4841,14.8596,44.5577
26.4827,-22.4428,44.5246
43.4295,-40.3550,28.5506
-50.0000,-6.2500,0.0000
-20.4803,-5.4214,10.2495
9.0809,-4.5916,20.2853
-11.0479,14.8297,24.4842
60.5550,-58.2422,26.5099
-6.2500,-50.0000,0.0000
1.4134,-27.3019,10.2070
50.0000,0.0000,0.0000
29.5405,-2.2958,10.5391
26.2547,14.8295,24.4937
26.2560,-22.4741,24.4611
0,1
2,3
4,5
6,1
7,8
9,3
7,5
2,8
10,11
12,13
12,14
2,13
15,16
12,16
17,14
18,19
20,21
6,19
6,21
22,23
22,11
24,23
22,25
26,25
27,28
15,29
30,31
0,28
9,29
15,31
10,32
33,32
34,35
10,35
36,37
38,39
20,40
7,37
7,39
33,41
24,42
7,43
44,40
20,43
7,42
24,41
45,46
47,46
9,48
0,49
44,49
47,48
50,51
52,53
47,54
44,55
47,55
47,53
47,51
33,54
