-0.0000,-16.6556,-4.6880
-0.0000,-16.6556,0.9717
-0.0000,-16.6556,6.4820
8.3278,-8.3278,-4.6133
16.6556,-0.0000,-4.6880
16.6556,8.3278,-4.6133
0.0000,16.6556,-4.6880
8.3278,16.6556,-4.6133
16.6556,16.6556,-4.6880
-16.6556,-0.0000,-4.6880
-8.3278,8.3278,-4.6133
-16.6556,-0.0000,6.4820
-16.6556,-0.0000,0.9717
0.0000,16.6556,6.4820
0.0000,24.9834,11.6933
0.0000,33.3112,16.7551
0.0000,16.6556,0.9717
16.6556,-0.0000,6.4820
24.9834,-0.0000,11.6933
33.3112,0.0000,16.7551
16.6556,-0.0000,0.9717
-0.0000,-24.9834,11.6933
0.0000,-33.3112,16.7551
-16.6556,-16.6556,6.4820
-8.3278,-16.6556,6.5568
-16.6556,-8.3278,6.5568
33.3112,33.3112,16.7551
24.9834,24.9834,11.6933
16.6556,16.6556,6.4820
16.6556,16.6556,0.9717
-33.3112,-33.3112,16.7551
-24.9834,-24.9834,11.6933
-16.6556,-16.6556,0.9717
-16.6556,-16.6556,-4.6880
-24.9834,-0.0000,11.6933
-33.3112,0.0000,16.7551
-8.3278,8.3278,6.5568
8.3278,16.6556,6.5568
16.6556,8.3278,6.5568
8.3278,-8.3278,6.5568
24.9834,-0.0000,-10.6468
-0.0000,-24.9834,-10.6468
0.0000,-33.3112,-16.7551
33.3112,0.0000,-16.7551
-8.3278,-16.6556,-4.6133
33.3112,33.3112,-16.7551
24.9834,24.9834,-10.6468
-16.6556,-8.3278,-4.6133
-33.3112,-33.3112,-16.7551
-24.9834,-24.9834,-10.6468
-24.9834,-0.0000,-10.6468
-33.3112,0.0000,-16.7551
0.0000,24.9834,-10.6468
0.0000,33.3112,-16.7551
0,1
2,1
0,3
4,5
4,3
6,7
8,5
9,10
6,10
8,7
11,12
9,12
13,14
15,14
13,16
6,16
17,18
19,18
17,20
4,20
2,21
22,21
23,24
23,25
11,25
26,27
28,27
28,29
8,29
30,31
23,31
23,32
33,32
11,34
35,34
11,36
13,36
13,37
28,37
28,38
17,38
17,39
2,39
2,24
4,40
0,41
42,41
43,40
0,44
33,44
45,46
33,47
9,47
8,46
48,49
33,49
9,50
51,50
6,52
53,52
